tier,defense,scheme,q_attack_frac,tpr_mean,tpr_ci95,inversion_rate,edge_evasion_rate,op_count,cost_vs_T1,complexity,measured_threshold_z,forge,w_m,m
V0T,D4_MTD,T1_mean,0.5,0.993333,0.006434,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0T,D4_MTD,T2_SL,0.5,0.993333,0.006434,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T3_Beta,0.5,0.993333,0.006434,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T5_TFLDT,0.5,0.99,0.009075,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0T,D4_MTD,T_max,0.5,0.991667,0.007155,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T_median,0.5,0.831667,0.031998,0.0,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0T,D4_MTD,T4_EigenTrust,0.5,0.308333,0.05442,0.0,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0T,D4_MTD,T_meanvar_z,0.5,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V1,D4_MTD,T1_mean,0.5,0.99,0.007797,0.0,0.0,7,1.0,O(k),2.0474,,0.5,0.2555
V1,D4_MTD,T2_SL,0.5,0.99,0.007797,0.0,0.0,20,2.86,O(k),2.0474,,0.5,0.2555
V1,D4_MTD,T3_Beta,0.5,0.99,0.007797,0.0,0.0,20,2.86,O(k),2.0474,,0.5,0.2555
V1,D4_MTD,T5_TFLDT,0.5,0.973333,0.015202,0.0,0.0,20,2.86,O(k + deg),2.0474,,0.5,0.2555
V1,D4_MTD,T_max,0.5,0.975,0.013437,0.0,0.0,6,0.86,O(k),2.0474,,0.5,0.2555
V1,D4_MTD,T_median,0.5,0.963333,0.020014,0.0,0.0,16,2.29,O(k log k),2.0474,,0.5,0.2555
V1,D4_MTD,T4_EigenTrust,0.5,0.411667,0.056572,0.0,0.0,11400,1628.57,O(iters * E),2.0474,,0.5,0.2555
V1,D4_MTD,T_meanvar_z,0.5,0.983333,0.010889,0.0,0.0,18,2.57,O(k),2.0474,,0.5,0.2555
V1T,D4_MTD,T1_mean,0.5,1.0,0.0,0.0,0.01,7,1.0,O(k),2.0474,,0.5,0.6303
V1T,D4_MTD,T2_SL,0.5,1.0,0.0,0.0,0.01,20,2.86,O(k),2.0474,,0.5,0.6303
V1T,D4_MTD,T3_Beta,0.5,1.0,0.0,0.0,0.01,20,2.86,O(k),2.0474,,0.5,0.6303
V1T,D4_MTD,T5_TFLDT,0.5,1.0,0.0,0.0,0.01,20,2.86,O(k + deg),2.0474,,0.5,0.6303
V1T,D4_MTD,T_max,0.5,0.996667,0.004596,0.0,0.01,6,0.86,O(k),2.0474,,0.5,0.6303
V1T,D4_MTD,T_median,0.5,1.0,0.0,0.0,0.01,16,2.29,O(k log k),2.0474,,0.5,0.6303
V1T,D4_MTD,T4_EigenTrust,0.5,0.638333,0.059831,0.0,0.01,11400,1628.57,O(iters * E),2.0474,,0.5,0.6303
V1T,D4_MTD,T_meanvar_z,0.5,0.998333,0.003267,0.0,0.01,18,2.57,O(k),2.0474,,0.5,0.6303
V0,D4_MTD,T1_mean,0.6,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0,D4_MTD,T2_SL,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T3_Beta,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T5_TFLDT,0.6,0.996667,0.004596,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0,D4_MTD,T_max,0.6,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0,D4_MTD,T_median,0.6,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0,D4_MTD,T4_EigenTrust,0.6,0.385,0.056997,0.0,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0,D4_MTD,T_meanvar_z,0.6,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V0T,D4_MTD,T1_mean,0.6,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0T,D4_MTD,T2_SL,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T3_Beta,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T5_TFLDT,0.6,0.996667,0.004596,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0T,D4_MTD,T_max,0.6,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T_median,0.6,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0T,D4_MTD,T4_EigenTrust,0.6,0.385,0.056997,0.0,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0T,D4_MTD,T_meanvar_z,0.6,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V1,D4_MTD,T1_mean,0.6,0.986667,0.008907,0.0,0.0,7,1.0,O(k),2.0474,,0.4,0.2071
V1,D4_MTD,T2_SL,0.6,0.986667,0.008907,0.0,0.0,20,2.86,O(k),2.0474,,0.4,0.2071
V1,D4_MTD,T3_Beta,0.6,0.986667,0.008907,0.0,0.0,20,2.86,O(k),2.0474,,0.4,0.2071
V1,D4_MTD,T5_TFLDT,0.6,0.98,0.012528,0.0,0.0,20,2.86,O(k + deg),2.0474,,0.4,0.2071
V1,D4_MTD,T_max,0.6,0.988333,0.008377,0.0,0.0,6,0.86,O(k),2.0474,,0.4,0.2071
V1,D4_MTD,T_median,0.6,0.958333,0.016333,0.0,0.0,16,2.29,O(k log k),2.0474,,0.4,0.2071
V1,D4_MTD,T4_EigenTrust,0.6,0.501667,0.055619,0.0,0.0,11400,1628.57,O(iters * E),2.0474,,0.4,0.2071
V1,D4_MTD,T_meanvar_z,0.6,0.988333,0.008377,0.0,0.0,18,2.57,O(k),2.0474,,0.4,0.2071
V1T,D4_MTD,T1_mean,0.6,1.0,0.0,0.0,0.01,7,1.0,O(k),2.0474,,0.4,0.6233
V1T,D4_MTD,T2_SL,0.6,1.0,0.0,0.0,0.01,20,2.86,O(k),2.0474,,0.4,0.6233
V1T,D4_MTD,T3_Beta,0.6,1.0,0.0,0.0,0.01,20,2.86,O(k),2.0474,,0.4,0.6233
V1T,D4_MTD,T5_TFLDT,0.6,1.0,0.0,0.0,0.01,20,2.86,O(k + deg),2.0474,,0.4,0.6233
V1T,D4_MTD,T_max,0.6,0.996667,0.004596,0.0,0.01,6,0.86,O(k),2.0474,,0.4,0.6233
V1T,D4_MTD,T_median,0.6,1.0,0.0,0.0,0.01,16,2.29,O(k log k),2.0474,,0.4,0.6233
V1T,D4_MTD,T4_EigenTrust,0.6,0.673333,0.057977,0.0,0.01,11400,1628.57,O(iters * E),2.0474,,0.4,0.6233
V1T,D4_MTD,T_meanvar_z,0.6,0.998333,0.003267,0.0,0.01,18,2.57,O(k),2.0474,,0.4,0.6233
V0,D4_MTD,T1_mean,0.7,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0,D4_MTD,T2_SL,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T3_Beta,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T5_TFLDT,0.7,0.998333,0.003267,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0,D4_MTD,T_max,0.7,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0,D4_MTD,T_median,0.7,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0,D4_MTD,T4_EigenTrust,0.7,0.533333,0.060181,0.0,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0,D4_MTD,T_meanvar_z,0.7,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V0T,D4_MTD,T1_mean,0.7,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0T,D4_MTD,T2_SL,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T3_Beta,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T5_TFLDT,0.7,0.998333,0.003267,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0T,D4_MTD,T_max,0.7,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T_median,0.7,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0T,D4_MTD,T4_EigenTrust,0.7,0.533333,0.060181,0.0,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0T,D4_MTD,T_meanvar_z,0.7,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V1,D4_MTD,T1_mean,0.7,0.99,0.009075,0.0,0.0,7,1.0,O(k),2.0474,,0.3,0.1211
V1,D4_MTD,T2_SL,0.7,0.99,0.009075,0.0,0.0,20,2.86,O(k),2.0474,,0.3,0.1211
V1,D4_MTD,T3_Beta,0.7,0.99,0.009075,0.0,0.0,20,2.86,O(k),2.0474,,0.3,0.1211
V1,D4_MTD,T5_TFLDT,0.7,0.986667,0.010044,0.0,0.0,20,2.86,O(k + deg),2.0474,,0.3,0.1211
V1,D4_MTD,T_max,0.7,0.99,0.007797,0.0,0.0,6,0.86,O(k),2.0474,,0.3,0.1211
V1,D4_MTD,T_median,0.7,0.966667,0.016741,0.0,0.0,16,2.29,O(k log k),2.0474,,0.3,0.1211
V1,D4_MTD,T4_EigenTrust,0.7,0.558333,0.055206,0.0,0.0,11400,1628.57,O(iters * E),2.0474,,0.3,0.1211
V1,D4_MTD,T_meanvar_z,0.7,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.0474,,0.3,0.1211
V1T,D4_MTD,T1_mean,0.7,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,,0.3,0.5995
V1T,D4_MTD,T2_SL,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,,0.3,0.5995
V1T,D4_MTD,T3_Beta,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,,0.3,0.5995
V1T,D4_MTD,T5_TFLDT,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.0474,,0.3,0.5995
V1T,D4_MTD,T_max,0.7,0.998333,0.003267,0.0,0.0,6,0.86,O(k),2.0474,,0.3,0.5995
V1T,D4_MTD,T_median,0.7,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,,0.3,0.5995
V1T,D4_MTD,T4_EigenTrust,0.7,0.718333,0.055269,0.0,0.0,11400,1628.57,O(iters * E),2.0474,,0.3,0.5995
V1T,D4_MTD,T_meanvar_z,0.7,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,,0.3,0.5995
V0,D4_MTD,T1_mean,0.8,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0,D4_MTD,T2_SL,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T3_Beta,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T5_TFLDT,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0,D4_MTD,T_max,0.8,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0,D4_MTD,T_median,0.8,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0,D4_MTD,T4_EigenTrust,0.8,0.625,0.061487,0.0,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0,D4_MTD,T_meanvar_z,0.8,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V0T,D4_MTD,T1_mean,0.8,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0T,D4_MTD,T2_SL,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T3_Beta,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T5_TFLDT,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0T,D4_MTD,T_max,0.8,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T_median,0.8,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0T,D4_MTD,T4_EigenTrust,0.8,0.625,0.061487,0.0,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0T,D4_MTD,T_meanvar_z,0.8,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V1,D4_MTD,T1_mean,0.8,0.996667,0.004596,0.0,0.0,7,1.0,O(k),2.0474,,0.161,0.0
V1,D4_MTD,T2_SL,0.8,0.996667,0.004596,0.0,0.0,20,2.86,O(k),2.0474,,0.161,0.0
V1,D4_MTD,T3_Beta,0.8,0.996667,0.004596,0.0,0.0,20,2.86,O(k),2.0474,,0.161,0.0
V1,D4_MTD,T5_TFLDT,0.8,0.986667,0.010044,0.0,0.0,20,2.86,O(k + deg),2.0474,,0.161,0.0
V1,D4_MTD,T_max,0.8,0.996667,0.004596,0.0,0.0,6,0.86,O(k),2.0474,,0.161,0.0
V1,D4_MTD,T_median,0.8,0.97,0.016337,0.0,0.0,16,2.29,O(k log k),2.0474,,0.161,0.0
V1,D4_MTD,T4_EigenTrust,0.8,0.66,0.054329,0.0,0.0,11400,1628.57,O(iters * E),2.0474,,0.161,0.0
V1,D4_MTD,T_meanvar_z,0.8,0.996667,0.004596,0.0,0.0,18,2.57,O(k),2.0474,,0.161,0.0
V1T,D4_MTD,T1_mean,0.8,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,,0.2,0.546
V1T,D4_MTD,T2_SL,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,,0.2,0.546
V1T,D4_MTD,T3_Beta,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,,0.2,0.546
V1T,D4_MTD,T5_TFLDT,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.0474,,0.2,0.546
V1T,D4_MTD,T_max,0.8,0.998333,0.003267,0.0,0.0,6,0.86,O(k),2.0474,,0.2,0.546
V1T,D4_MTD,T_median,0.8,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,,0.2,0.546
V1T,D4_MTD,T4_EigenTrust,0.8,0.756667,0.051998,0.0,0.0,11400,1628.57,O(iters * E),2.0474,,0.2,0.546
V1T,D4_MTD,T_meanvar_z,0.8,0.998333,0.003267,0.0,0.0,18,2.57,O(k),2.0474,,0.2,0.546
V0,D4_MTD,T1_mean,0.9,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0,D4_MTD,T2_SL,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T3_Beta,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T5_TFLDT,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0,D4_MTD,T_max,0.9,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0,D4_MTD,T_median,0.9,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0,D4_MTD,T4_EigenTrust,0.9,0.703333,0.053663,0.0,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0,D4_MTD,T_meanvar_z,0.9,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V0T,D4_MTD,T1_mean,0.9,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0T,D4_MTD,T2_SL,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T3_Beta,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T5_TFLDT,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0T,D4_MTD,T_max,0.9,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T_median,0.9,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0T,D4_MTD,T4_EigenTrust,0.9,0.703333,0.053663,0.0,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0T,D4_MTD,T_meanvar_z,0.9,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V1,D4_MTD,T1_mean,0.9,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,,0.0805,0.0
V1,D4_MTD,T2_SL,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,,0.0805,0.0
V1,D4_MTD,T3_Beta,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,,0.0805,0.0
V1,D4_MTD,T5_TFLDT,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.0474,,0.0805,0.0
V1,D4_MTD,T_max,0.9,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,,0.0805,0.0
V1,D4_MTD,T_median,0.9,0.995,0.005601,0.0,0.0,16,2.29,O(k log k),2.0474,,0.0805,0.0
V1,D4_MTD,T4_EigenTrust,0.9,0.761667,0.046023,0.0,0.0,11400,1628.57,O(iters * E),2.0474,,0.0805,0.0
V1,D4_MTD,T_meanvar_z,0.9,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,,0.0805,0.0
V1T,D4_MTD,T1_mean,0.9,1.0,0.0,0.0,0.01,7,1.0,O(k),2.0474,,0.1,0.4055
V1T,D4_MTD,T2_SL,0.9,1.0,0.0,0.0,0.01,20,2.86,O(k),2.0474,,0.1,0.4055
V1T,D4_MTD,T3_Beta,0.9,1.0,0.0,0.0,0.01,20,2.86,O(k),2.0474,,0.1,0.4055
V1T,D4_MTD,T5_TFLDT,0.9,1.0,0.0,0.0,0.01,20,2.86,O(k + deg),2.0474,,0.1,0.4055
V1T,D4_MTD,T_max,0.9,1.0,0.0,0.0,0.01,6,0.86,O(k),2.0474,,0.1,0.4055
V1T,D4_MTD,T_median,0.9,1.0,0.0,0.0,0.01,16,2.29,O(k log k),2.0474,,0.1,0.4055
V1T,D4_MTD,T4_EigenTrust,0.9,0.803333,0.044384,0.0,0.01,11400,1628.57,O(iters * E),2.0474,,0.1,0.4055
V1T,D4_MTD,T_meanvar_z,0.9,1.0,0.0,0.0,0.01,18,2.57,O(k),2.0474,,0.1,0.4055
V0,D4_MTD,T1_mean,1.0,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0,D4_MTD,T2_SL,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T3_Beta,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T5_TFLDT,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0,D4_MTD,T_max,1.0,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0,D4_MTD,T_median,1.0,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0,D4_MTD,T4_EigenTrust,1.0,0.866667,0.0423,0.0,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0,D4_MTD,T_meanvar_z,1.0,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V0T,D4_MTD,T1_mean,1.0,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0T,D4_MTD,T2_SL,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T3_Beta,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T5_TFLDT,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0T,D4_MTD,T_max,1.0,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T_median,1.0,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0T,D4_MTD,T4_EigenTrust,1.0,0.866667,0.0423,0.0,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0T,D4_MTD,T_meanvar_z,1.0,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V1,D4_MTD,T1_mean,1.0,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,,0.0,0.2698
V1,D4_MTD,T2_SL,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,,0.0,0.2698
V1,D4_MTD,T3_Beta,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,,0.0,0.2698
V1,D4_MTD,T5_TFLDT,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.0474,,0.0,0.2698
V1,D4_MTD,T_max,1.0,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,,0.0,0.2698
V1,D4_MTD,T_median,1.0,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,,0.0,0.2698
V1,D4_MTD,T4_EigenTrust,1.0,0.87,0.041158,0.0,0.0,11400,1628.57,O(iters * E),2.0474,,0.0,0.2698
V1,D4_MTD,T_meanvar_z,1.0,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,,0.0,0.2698
V1T,D4_MTD,T1_mean,1.0,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,,0.0,0.2698
V1T,D4_MTD,T2_SL,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,,0.0,0.2698
V1T,D4_MTD,T3_Beta,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,,0.0,0.2698
V1T,D4_MTD,T5_TFLDT,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.0474,,0.0,0.2698
V1T,D4_MTD,T_max,1.0,1.0,0.0,0.0,0.0,6,0.86,O(k),2.0474,,0.0,0.2698
V1T,D4_MTD,T_median,1.0,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.0474,,0.0,0.2698
V1T,D4_MTD,T4_EigenTrust,1.0,0.87,0.041158,0.0,0.0,11400,1628.57,O(iters * E),2.0474,,0.0,0.2698
V1T,D4_MTD,T_meanvar_z,1.0,1.0,0.0,0.0,0.0,18,2.57,O(k),2.0474,,0.0,0.2698
V0,D5_Stochastic,T1_mean,0.1,0.0,0.0,1.0,0.46,7,1.0,O(k),2.5003,0.3,,
V0,D5_Stochastic,T2_SL,0.1,0.0,0.0,1.0,0.46,20,2.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T3_Beta,0.1,0.0,0.0,1.0,0.46,20,2.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T5_TFLDT,0.1,0.0,0.0,1.0,0.46,20,2.86,O(k + deg),2.5003,0.3,,
V0,D5_Stochastic,T_max,0.1,0.373,0.043947,0.46,0.46,6,0.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T_median,0.1,0.0,0.0,1.0,0.46,16,2.29,O(k log k),2.5003,0.3,,
V0,D5_Stochastic,T4_EigenTrust,0.1,0.035,0.01628,0.75,0.46,11400,1628.57,O(iters * E),2.5003,0.3,,
V0,D5_Stochastic,T_meanvar_z,0.1,0.406,0.040947,0.12,0.46,18,2.57,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T1_mean,0.1,0.0,0.0,1.0,0.46,7,1.0,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T2_SL,0.1,0.0,0.0,1.0,0.46,20,2.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T3_Beta,0.1,0.0,0.0,1.0,0.46,20,2.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T5_TFLDT,0.1,0.0,0.0,1.0,0.46,20,2.86,O(k + deg),2.5003,0.3,,
V0T,D5_Stochastic,T_max,0.1,0.373,0.043947,0.46,0.46,6,0.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T_median,0.1,0.0,0.0,1.0,0.46,16,2.29,O(k log k),2.5003,0.3,,
V0T,D5_Stochastic,T4_EigenTrust,0.1,0.035,0.01628,0.75,0.46,11400,1628.57,O(iters * E),2.5003,0.3,,
V0T,D5_Stochastic,T_meanvar_z,0.1,0.406,0.040947,0.12,0.46,18,2.57,O(k),2.5003,0.3,,
V1,D5_Stochastic,T1_mean,0.1,0.291667,0.048558,0.06,0.84,7,1.0,O(k),2.5003,,0.9,0.5042
V1,D5_Stochastic,T2_SL,0.1,0.291667,0.048558,0.06,0.84,20,2.86,O(k),2.5003,,0.9,0.5042
V1,D5_Stochastic,T3_Beta,0.1,0.291667,0.048558,0.06,0.84,20,2.86,O(k),2.5003,,0.9,0.5042
V1,D5_Stochastic,T5_TFLDT,0.1,0.281667,0.048407,0.06,0.84,20,2.86,O(k + deg),2.5003,,0.9,0.5042
V1,D5_Stochastic,T_max,0.1,0.401,0.042182,0.07,0.84,6,0.86,O(k),2.5003,,0.9,0.5042
V1,D5_Stochastic,T_median,0.1,0.205,0.042007,0.17,0.84,16,2.29,O(k log k),2.5003,,0.9,0.5042
V1,D5_Stochastic,T4_EigenTrust,0.1,0.126667,0.03352,0.24,0.84,11400,1628.57,O(iters * E),2.5003,,0.9,0.5042
V1,D5_Stochastic,T_meanvar_z,0.1,0.309,0.049902,0.03,0.84,18,2.57,O(k),2.5003,,0.9,0.5042
V1T,D5_Stochastic,T1_mean,0.1,0.028333,0.015438,0.97,0.39,7,1.0,O(k),2.5003,,0.8941,0.3044
V1T,D5_Stochastic,T2_SL,0.1,0.028333,0.015438,0.97,0.39,20,2.86,O(k),2.5003,,0.8941,0.3044
V1T,D5_Stochastic,T3_Beta,0.1,0.028333,0.015438,0.97,0.39,20,2.86,O(k),2.5003,,0.8941,0.3044
V1T,D5_Stochastic,T5_TFLDT,0.1,0.025,0.014955,0.96,0.39,20,2.86,O(k + deg),2.5003,,0.8941,0.3044
V1T,D5_Stochastic,T_max,0.1,0.322667,0.041288,0.55,0.39,6,0.86,O(k),2.5003,,0.8941,0.3044
V1T,D5_Stochastic,T_median,0.1,0.015,0.01048,0.99,0.39,16,2.29,O(k log k),2.5003,,0.8941,0.3044
V1T,D5_Stochastic,T4_EigenTrust,0.1,0.046667,0.018619,0.68,0.39,11400,1628.57,O(iters * E),2.5003,,0.8941,0.3044
V1T,D5_Stochastic,T_meanvar_z,0.1,0.369333,0.042287,0.11,0.39,18,2.57,O(k),2.5003,,0.8941,0.3044
V0,D5_Stochastic,T1_mean,0.2,0.015,0.01048,0.96,0.67,7,1.0,O(k),2.5003,0.3,,
V0,D5_Stochastic,T2_SL,0.2,0.015,0.01048,0.96,0.67,20,2.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T3_Beta,0.2,0.015,0.01048,0.96,0.67,20,2.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T5_TFLDT,0.2,0.02,0.011635,0.96,0.67,20,2.86,O(k + deg),2.5003,0.3,,
V0,D5_Stochastic,T_max,0.2,0.723333,0.040536,0.0,0.67,6,0.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T_median,0.2,0.006667,0.006434,1.0,0.67,16,2.29,O(k log k),2.5003,0.3,,
